Ticker,Sector,Share_Price,Lot_Size,Lot_Cost,Annual_Lot_Dividend,Dividend_Yield
INDO,Industrials,78.28,100,7828.0,199.97,2.5546
APV,Energy,233.97,100,23397.0,1024.72,4.3797
VXSX,Industrials,152.46,100,15246.0,159.62,1.047
VVXWM,Consumer Cyclical,31.14,100,3114.0,51.02,1.6383
PEH,Healthcare,97.69,100,9769.0,88.72,0.9082
ETYL,Technology,261.3,100,26130.0,522.32,1.9989
RKQ,Consumer Cyclical,304.82,100,30482.0,655.44,2.1502
DWXD,Communication Services,42.64,100,4264.0,124.92,2.9296
YNU,Healthcare,205.43,100,20543.0,229.63,1.1178
UPK,Real Estate,17.9,100,1790.0,79.84,4.4605
QJO,Industrials,177.53,100,17753.0,470.34,2.6494
TNQ,Healthcare,314.52,100,31452.0,780.8,2.4825
AUS,Technology,399.36,100,39936.0,766.37,1.919
WYDO,Technology,400.89,100,40089.0,842.16,2.1007
FXK,Healthcare,191.53,100,19153.0,376.29,1.9647
FN,Energy,34.59,100,3459.0,203.31,5.8777
XZO,Communication Services,61.52,100,6152.0,243.53,3.9586
LJS,Industrials,204.1,100,20410.0,309.63,1.5171
HWRX,Consumer Cyclical,51.94,100,5194.0,135.85,2.6155
HBKGF,Utilities,33.98,100,3398.0,94.88,2.7921
JWYT,Financials,37.92,100,3792.0,178.29,4.7017
XFE,Basic Materials,174.73,100,17473.0,488.99,2.7985
YGMKE,Utilities,53.74,100,5374.0,212.08,3.9465
SEHZ,Technology,425.29,100,42529.0,726.47,1.7082
BXK,Consumer Defensive,157.96,100,15796.0,555.96,3.5196
QZP,Basic Materials,171.69,100,17169.0,380.49,2.2161
TKOPP,Communication Services,207.8,100,20780.0,279.23,1.3438
ASYOO,Basic Materials,38.57,100,3857.0,149.07,3.865
NCVFW,Financials,33.81,100,3381.0,136.78,4.0455
KQGKU,Utilities,92.34,100,9234.0,307.99,3.3354
IKD,Technology,135.88,100,13588.0,138.53,1.0195
TXV,Utilities,40.62,100,4062.0,111.24,2.7385
YFA,Real Estate,80.02,100,8002.0,462.25,5.7767
OST,Consumer Defensive,106.14,100,10614.0,312.64,2.9456
CENE,Financials,47.44,100,4744.0,109.05,2.2987
HGSS,Technology,360.95,100,36095.0,831.02,2.3023
ZPJP,Financials,124.68,100,12468.0,306.26,2.4564
ZNMR,Healthcare,357.74,100,35774.0,536.83,1.5006
UNOO,Healthcare,218.41,100,21841.0,718.79,3.291
VXMQK,Utilities,88.26,100,8826.0,296.51,3.3595
TJLK,Industrials,261.21,100,26121.0,909.29,3.4811
BAKY,Technology,445.82,100,44582.0,524.34,1.1761
CLMH,Financials,112.24,100,11224.0,540.03,4.8114
TWABA,Utilities,92.59,100,9259.0,293.55,3.1705
KQA,Technology,243.96,100,24396.0,322.84,1.3233
QJHK,Technology,404.76,100,40476.0,402.92,0.9955
LOWRX,Financials,67.04,100,6704.0,157.11,2.3435
LDBJ,Healthcare,82.82,100,8282.0,250.59,3.0257
EHF,Technology,134.69,100,13469.0,192.52,1.4293
QZT,Industrials,66.49,100,6649.0,90.36,1.359
GQD,Financials,99.5,100,9950.0,330.2,3.3186
IYC,Technology,318.98,100,31898.0,749.98,2.3512
PYVQ,Healthcare,394.97,100,39497.0,1244.02,3.1497
QZRW,Communication Services,114.28,100,11428.0,228.88,2.0028
MJOG,Healthcare,393.39,100,39339.0,465.13,1.1824
MVNTY,Technology,379.72,100,37972.0,872.92,2.2989
CWD,Technology,217.12,100,21712.0,101.5,0.4675
LKA,Technology,304.36,100,30436.0,729.45,2.3967
KUGZ,Technology,407.63,100,40763.0,448.07,1.0992
LID,Utilities,99.49,100,9949.0,474.05,4.7648
RSP,Consumer Cyclical,34.02,100,3402.0,82.07,2.4123
VZW,Technology,305.14,100,30514.0,331.31,1.0858
RHX,Technology,153.23,100,15323.0,147.71,0.9639
FAPX,Technology,266.58,100,26658.0,217.51,0.8159
AKM,Industrials,256.5,100,25650.0,854.1,3.3298
OVQ,Real Estate,109.24,100,10924.0,575.52,5.2684
LIU,Healthcare,76.1,100,7610.0,185.12,2.4326
TJTEG,Healthcare,195.5,100,19550.0,429.34,2.1961
DXIZQ,Energy,63.0,100,6300.0,335.29,5.322
CUG,Consumer Defensive,190.88,100,19088.0,558.59,2.9264
WNUT,Energy,106.02,100,10602.0,479.13,4.5193
UUEN,Technology,380.76,100,38076.0,469.55,1.2332
KDIJ,Basic Materials,151.29,100,15129.0,345.1,2.2811
GDX,Technology,246.65,100,24665.0,508.9,2.0632
HOG,Consumer Defensive,232.64,100,23264.0,1036.4,4.455
FEM,Financials,144.34,100,14434.0,446.95,3.0965
UDG,Financials,161.27,100,16127.0,560.03,3.4726
QPESE,Communication Services,122.93,100,12293.0,352.98,2.8714
VTDY,Industrials,50.44,100,5044.0,119.81,2.3753
XMC,Technology,386.67,100,38667.0,503.01,1.3009
RFED,Healthcare,261.23,100,26123.0,739.76,2.8318
MEBBG,Basic Materials,122.61,100,12261.0,244.75,1.9962
RAES,Healthcare,152.84,100,15284.0,278.69,1.8234
UCFS,Healthcare,332.1,100,33210.0,864.67,2.6037
OUBI,Basic Materials,36.94,100,3694.0,49.03,1.3273
TNZ,Consumer Cyclical,153.64,100,15364.0,171.75,1.1179
PSM,Communication Services,261.76,100,26176.0,1020.12,3.8972
DGY,Energy,144.89,100,14489.0,425.71,2.9381
RFIYN,Technology,155.59,100,15559.0,346.94,2.2298
QMKD,Technology,165.09,100,16509.0,321.11,1.9451
EHU,Healthcare,355.23,100,35523.0,436.1,1.2276
WXX,Consumer Defensive,169.97,100,16997.0,754.94,4.4416
QHHHD,Utilities,103.42,100,10342.0,300.28,2.9035
FMO,Utilities,68.18,100,6818.0,283.07,4.1519
GMAC,Real Estate,123.95,100,12395.0,395.39,3.1899
LNM,Energy,40.77,100,4077.0,87.82,2.154
YXT,Healthcare,57.55,100,5755.0,168.93,2.9353
SLS,Consumer Cyclical,298.79,100,29879.0,688.92,2.3057
BOYK,Industrials,73.84,100,7384.0,90.26,1.2224
WYSS,Financials,55.12,100,5512.0,130.16,2.3614
OKVDT,Industrials,56.21,100,5621.0,136.31,2.4251
CXP,Financials,80.93,100,8093.0,384.49,4.7509
KQHJ,Financials,49.04,100,4904.0,94.63,1.9296
QHK,Technology,203.69,100,20369.0,92.85,0.4558
BHN,Consumer Cyclical,121.17,100,12117.0,286.52,2.3646
GRS,Technology,205.6,100,20560.0,465.35,2.2634
CNY,Financials,147.09,100,14709.0,443.51,3.0152
XUN,Industrials,246.82,100,24682.0,841.22,3.4082
CIGK,Consumer Defensive,244.76,100,24476.0,890.53,3.6384
MLHT,Financials,91.82,100,9182.0,165.17,1.7988
YPEX,Basic Materials,84.27,100,8427.0,303.79,3.6049
KRNX,Communication Services,255.55,100,25555.0,559.31,2.1887
LJBX,Healthcare,322.54,100,32254.0,314.32,0.9745
ICZQ,Healthcare,170.8,100,17080.0,245.28,1.4361
OWWER,Consumer Cyclical,331.54,100,33154.0,788.18,2.3773
BBV,Consumer Cyclical,49.03,100,4903.0,27.81,0.5672
XTZ,Industrials,128.69,100,12869.0,422.19,3.2807
BGXW,Technology,304.84,100,30484.0,229.03,0.7513
HBUBU,Financials,105.47,100,10547.0,246.87,2.3407
ZZT,Healthcare,350.47,100,35047.0,391.23,1.1163
OUN,Healthcare,156.63,100,15663.0,250.95,1.6022
KREF,Consumer Defensive,72.59,100,7259.0,313.86,4.3237
CFJF,Healthcare,56.81,100,5681.0,105.7,1.8606
GNHA,Technology,247.38,100,24738.0,298.92,1.2083
WFFD,Technology,371.18,100,37118.0,625.78,1.6859
MFZ,Technology,148.59,100,14859.0,122.16,0.8221
RJUQ,Financials,168.91,100,16891.0,278.99,1.6517
CBHQW,Technology,383.79,100,38379.0,657.82,1.714
SFLO,Financials,100.79,100,10079.0,365.05,3.6219
QYW,Healthcare,178.41,100,17841.0,350.62,1.9652
RYB,Technology,184.1,100,18410.0,362.43,1.9686
QBF,Energy,158.46,100,15846.0,493.48,3.1142
BDXL,Basic Materials,196.46,100,19646.0,354.59,1.8049
HVAV,Consumer Defensive,44.85,100,4485.0,154.85,3.4526
KUHO,Technology,297.03,100,29703.0,211.13,0.7108
QOWVI,Industrials,198.47,100,19847.0,477.01,2.4035
UPE,Technology,312.39,100,31239.0,189.52,0.6067
FXU,Financials,185.37,100,18537.0,567.07,3.0591
LEEX,Healthcare,320.23,100,32023.0,792.22,2.4739
ESI,Healthcare,164.13,100,16413.0,411.94,2.5099
DHW,Real Estate,85.38,100,8538.0,581.51,6.8109
DNFK,Technology,203.53,100,20353.0,165.0,0.8107
ZZA,Healthcare,44.75,100,4475.0,113.75,2.5419
OECCQ,Consumer Defensive,113.75,100,11375.0,503.78,4.4288
LQL,Communication Services,178.41,100,17841.0,166.22,0.9317
PTM,Communication Services,262.46,100,26246.0,359.43,1.3695
ZLASX,Healthcare,156.23,100,15623.0,460.85,2.9498
EHMB,Consumer Cyclical,116.01,100,11601.0,121.69,1.0489
APDYD,Technology,353.89,100,35389.0,306.84,0.8671
XILA,Healthcare,174.82,100,17482.0,380.91,2.1789
LLC,Financials,125.31,100,12531.0,307.86,2.4568
SDSU,Communication Services,241.39,100,24139.0,860.54,3.5649
PEE,Industrials,146.63,100,14663.0,188.2,1.2835
CHKRB,Basic Materials,134.07,100,13407.0,279.53,2.0849
FER,Consumer Cyclical,238.5,100,23850.0,130.11,0.5455
BDV,Consumer Cyclical,294.65,100,29465.0,333.17,1.1307
DNP,Technology,311.53,100,31153.0,700.12,2.2473
LVT,Basic Materials,34.96,100,3496.0,36.68,1.0492
GBMM,Energy,149.39,100,14939.0,884.54,5.921
UHA,Technology,225.86,100,22586.0,98.6,0.4366
JKAC,Technology,328.43,100,32843.0,482.19,1.4682
AWIZH,Technology,109.16,100,10916.0,251.99,2.3084
GHD,Industrials,222.02,100,22202.0,259.17,1.1673
XPHT,Consumer Cyclical,347.23,100,34723.0,597.41,1.7205
MKM,Industrials,252.12,100,25212.0,272.87,1.0823
IAG,Utilities,26.74,100,2674.0,120.92,4.522
SNH,Technology,386.78,100,38678.0,694.16,1.7947
DIAI,Energy,166.51,100,16651.0,944.61,5.673
HCN,Energy,122.71,100,12271.0,636.28,5.1852
YRYIZ,Consumer Cyclical,238.45,100,23845.0,530.31,2.224
XQK,Financials,25.17,100,2517.0,73.3,2.9123
DN,Financials,45.51,100,4551.0,137.78,3.0275
CKYS,Technology,214.89,100,21489.0,339.62,1.5804
HUN,Technology,388.4,100,38840.0,173.31,0.4462
KKGFO,Utilities,107.14,100,10714.0,429.17,4.0057
CKS,Industrials,85.51,100,8551.0,279.43,3.2678
IWQE,Utilities,102.46,100,10246.0,340.61,3.3244
XEZ,Communication Services,247.64,100,24764.0,922.27,3.7242
GBE,Consumer Defensive,139.81,100,13981.0,371.0,2.6536
JSNF,Consumer Cyclical,140.02,100,14002.0,112.83,0.8058
EZAB,Financials,114.96,100,11496.0,416.68,3.6246
WUFV,Communication Services,171.09,100,17109.0,469.6,2.7448
ODHT,Healthcare,175.42,100,17542.0,570.48,3.2521
IXZFN,Consumer Defensive,241.46,100,24146.0,955.21,3.956
FAV,Energy,172.78,100,17278.0,989.98,5.7297
RTY,Consumer Cyclical,290.12,100,29012.0,587.8,2.0261
FOV,Consumer Cyclical,115.32,100,11532.0,88.11,0.764
EDPI,Technology,122.22,100,12222.0,47.6,0.3895
YDPU,Basic Materials,118.75,100,11875.0,452.24,3.8083
QEQWL,Consumer Cyclical,51.6,100,5160.0,154.56,2.9953
ZDJ,Basic Materials,137.65,100,13765.0,435.54,3.1641
ZOF,Technology,302.07,100,30207.0,600.84,1.9891
NWNF,Healthcare,318.6,100,31860.0,1107.1,3.4749
AUSO,Healthcare,131.88,100,13188.0,115.29,0.8742
LUP,Consumer Cyclical,260.27,100,26027.0,234.31,0.9003
IGU,Financials,181.02,100,18102.0,352.64,1.9481
REE,Basic Materials,142.57,100,14257.0,375.29,2.6323
ARLTO,Financials,44.11,100,4411.0,208.84,4.7346
ZPMGK,Healthcare,382.57,100,38257.0,627.4,1.64
SEW,Healthcare,120.92,100,12092.0,122.63,1.0141
TSD,Real Estate,56.96,100,5696.0,357.19,6.2708
WAKY,Industrials,157.55,100,15755.0,444.71,2.8226
VUPE,Utilities,49.47,100,4947.0,216.26,4.3716
GXDL,Industrials,188.59,100,18859.0,440.08,2.3335
JZHAZ,Consumer Cyclical,240.26,100,24026.0,256.88,1.0692
VVC,Utilities,92.54,100,9254.0,279.64,3.0218
LX,Financials,26.41,100,2641.0,115.94,4.3898
DPST,Industrials,266.73,100,26673.0,473.42,1.7749
PASX,Energy,66.72,100,6672.0,270.71,4.0575
PEV,Financials,135.99,100,13599.0,646.3,4.7526
FCY,Utilities,88.13,100,8813.0,369.36,4.1911
FNYEY,Consumer Cyclical,252.79,100,25279.0,708.28,2.8019
AZO,Healthcare,67.61,100,6761.0,134.08,1.9832
KQJ,Industrials,60.84,100,6084.0,207.3,3.4073
VBCQW,Consumer Cyclical,162.66,100,16266.0,195.64,1.2028
EHTF,Consumer Cyclical,31.45,100,3145.0,16.2,0.5153
DPGI,Technology,383.26,100,38326.0,200.45,0.523
HKI,Industrials,166.37,100,16637.0,533.28,3.2054
XKUU,Financials,170.38,100,17038.0,700.29,4.1102
WBYMR,Industrials,78.42,100,7842.0,190.31,2.4269
VQPL,Utilities,30.31,100,3031.0,86.24,2.8452
BRX,Technology,253.91,100,25391.0,87.56,0.3449
JLH,Energy,148.95,100,14895.0,318.42,2.1378
JGW,Real Estate,47.66,100,4766.0,175.73,3.6871
MVKBQ,Consumer Cyclical,290.84,100,29084.0,482.61,1.6594
HMWF,Financials,136.22,100,13622.0,548.02,4.023
TEZEY,Consumer Cyclical,78.1,100,7810.0,137.37,1.759
PGL,Utilities,83.99,100,8399.0,214.64,2.5555
CRH,Financials,181.56,100,18156.0,680.95,3.7506
GISK,Consumer Defensive,123.65,100,12365.0,513.41,4.1521
DTNK,Healthcare,391.12,100,39112.0,1292.41,3.3044
ZMN,Technology,110.02,100,11002.0,198.26,1.802
HHPM,Consumer Cyclical,161.85,100,16185.0,264.87,1.6365
YZLOH,Utilities,67.27,100,6727.0,215.4,3.2021
UQTW,Industrials,187.23,100,18723.0,342.19,1.8276
GMPA,Real Estate,106.68,100,10668.0,618.15,5.7944
VOKP,Industrials,151.21,100,15121.0,467.34,3.0907
LQOEU,Consumer Cyclical,218.96,100,21896.0,170.21,0.7774
UHRBY,Healthcare,297.23,100,29723.0,375.96,1.2649
BWGH,Real Estate,83.45,100,8345.0,442.8,5.3061
XFV,Industrials,102.78,100,10278.0,342.99,3.3371
AFJIR,Real Estate,106.26,100,10626.0,435.46,4.0981
ZUAR,Technology,411.94,100,41194.0,365.13,0.8864
MZA,Utilities,77.39,100,7739.0,302.17,3.9045
QFNT,Industrials,145.99,100,14599.0,296.03,2.0278
FTZY,Technology,264.2,100,26420.0,348.59,1.3194
IJCX,Energy,50.58,100,5058.0,105.27,2.0813
ENH,Industrials,55.57,100,5557.0,172.73,3.1083
WMSUY,Consumer Cyclical,171.79,100,17179.0,478.5,2.7854
KIK,Financials,77.89,100,7789.0,299.06,3.8396
XYMS,Utilities,109.67,100,10967.0,474.35,4.3253
JZAA,Basic Materials,86.33,100,8633.0,129.1,1.4954
NPME,Technology,156.13,100,15613.0,271.19,1.7369
YCTZ,Industrials,251.12,100,25112.0,296.2,1.1795
CQU,Financials,109.37,100,10937.0,423.74,3.8744
FJUCX,Real Estate,142.75,100,14275.0,963.43,6.7491
CACQA,Consumer Defensive,80.61,100,8061.0,236.38,2.9324
DPBMR,Utilities,41.18,100,4118.0,206.32,5.0101
LYM,Utilities,27.7,100,2770.0,147.56,5.3272
QBXZM,Financials,144.93,100,14493.0,278.76,1.9234
QFUJ,Energy,183.53,100,18353.0,421.6,2.2972
ZDBP,Communication Services,28.49,100,2849.0,73.92,2.5947
VWZ,Industrials,85.41,100,8541.0,269.36,3.1537
QTE,Consumer Cyclical,344.78,100,34478.0,874.58,2.5366
OEPH,Consumer Cyclical,335.26,100,33526.0,246.39,0.7349
ZZL,Consumer Defensive,51.32,100,5132.0,106.24,2.0702
UFAXD,Financials,113.57,100,11357.0,351.05,3.0911
GSID,Real Estate,26.54,100,2654.0,174.5,6.5748
FEK,Technology,73.15,100,7315.0,132.27,1.8082
EM,Consumer Defensive,215.1,100,21510.0,697.16,3.2411
TELO,Consumer Cyclical,224.49,100,22449.0,454.22,2.0233
EXB,Communication Services,83.22,100,8322.0,233.09,2.8009
MAYG,Financials,78.63,100,7863.0,193.79,2.4646
SIWRU,Financials,187.12,100,18712.0,686.65,3.6696
VUXA,Financials,168.89,100,16889.0,780.35,4.6205
UYCB,Energy,40.4,100,4040.0,111.58,2.7619
IKWSS,Consumer Cyclical,155.1,100,15510.0,258.07,1.6639
FLP,Real Estate,146.41,100,14641.0,640.73,4.3763
AVND,Communication Services,247.84,100,24784.0,573.37,2.3135
PKWHP,Financials,145.07,100,14507.0,638.44,4.4009
AMSNQ,Consumer Defensive,236.92,100,23692.0,916.03,3.8664
NKZXT,Consumer Cyclical,310.26,100,31026.0,330.7,1.0659
UDR,Energy,145.82,100,14582.0,531.06,3.6419
RDJF,Healthcare,341.61,100,34161.0,552.63,1.6177
AHZM,Healthcare,319.02,100,31902.0,561.31,1.7595
VKA,Financials,83.1,100,8310.0,189.26,2.2776
KVSG,Technology,67.57,100,6757.0,40.48,0.599
BHMDW,Financials,97.02,100,9702.0,335.25,3.4554
IEV,Consumer Defensive,98.16,100,9816.0,423.39,4.3133
KES,Consumer Cyclical,172.23,100,17223.0,116.6,0.677
CCYA,Consumer Cyclical,338.01,100,33801.0,317.67,0.9398
XVLG,Financials,43.66,100,4366.0,80.42,1.842
CB,Financials,56.49,100,5649.0,205.14,3.6314
BAOW,Consumer Cyclical,110.04,100,11004.0,179.22,1.6287
JDX,Technology,316.76,100,31676.0,597.18,1.8853
GHDU,Financials,136.39,100,13639.0,595.52,4.3663
CGX,Financials,175.14,100,17514.0,435.91,2.4889
NGQY,Industrials,84.65,100,8465.0,254.42,3.0055
EYKL,Financials,79.57,100,7957.0,335.7,4.2189
JHNYN,Real Estate,40.55,100,4055.0,253.42,6.2495
EZL,Real Estate,35.11,100,3511.0,109.43,3.1168
SB,Real Estate,40.42,100,4042.0,279.08,6.9044
NIV,Energy,228.95,100,22895.0,1118.21,4.8841
RMV,Technology,402.5,100,40250.0,781.07,1.9405
EZC,Healthcare,261.5,100,26150.0,283.46,1.084
YPG,Energy,98.85,100,9885.0,212.03,2.1449
ZVQ,Technology,385.36,100,38536.0,685.18,1.778
MRV,Industrials,70.2,100,7020.0,186.54,2.6573
MAX,Consumer Defensive,159.66,100,15966.0,269.06,1.6852
KET,Industrials,50.52,100,5052.0,106.32,2.1046
GHQ,Consumer Cyclical,262.67,100,26267.0,541.02,2.0597
UR,Communication Services,178.84,100,17884.0,669.6,3.7441
NQO,Healthcare,146.47,100,14647.0,263.54,1.7993
JKQ,Technology,52.44,100,5244.0,98.3,1.8746
MRA,Real Estate,128.1,100,12810.0,615.62,4.8058
VZWS,Consumer Defensive,68.97,100,6897.0,164.72,2.3883
TEL,Technology,351.1,100,35110.0,551.6,1.5711
DVPJH,Industrials,246.62,100,24662.0,691.46,2.8038
XVX,Consumer Defensive,198.84,100,19884.0,574.61,2.8898
FDCC,Technology,432.3,100,43230.0,389.28,0.9005
RUVB,Communication Services,143.46,100,14346.0,176.66,1.2314
MKIYJ,Technology,406.33,100,40633.0,253.22,0.6232
UOM,Communication Services,225.78,100,22578.0,496.66,2.1997
FVGG,Industrials,59.06,100,5906.0,145.57,2.4648
SYJA,Consumer Defensive,59.99,100,5999.0,198.63,3.3111
FXN,Technology,371.49,100,37149.0,441.93,1.1896
RIN,Consumer Cyclical,110.94,100,11094.0,290.7,2.6204
TWTP,Healthcare,231.86,100,23186.0,779.95,3.3639
OKA,Healthcare,278.09,100,27809.0,922.91,3.3187
XTLT,Healthcare,392.99,100,39299.0,858.64,2.1849
OFQZ,Energy,72.44,100,7244.0,170.17,2.3492
TVLR,Real Estate,64.38,100,6438.0,380.7,5.9134
HJM,Healthcare,242.19,100,24219.0,500.95,2.0684
DUGFX,Financials,162.8,100,16280.0,766.62,4.709
ELZ,Financials,60.39,100,6039.0,134.02,2.2193
YSR,Communication Services,50.92,100,5092.0,158.33,3.1094
TLI,Communication Services,41.77,100,4177.0,82.28,1.9698
QVL,Healthcare,356.23,100,35623.0,1225.68,3.4407
JRMN,Energy,167.0,100,16700.0,356.9,2.1371
CEAC,Healthcare,195.01,100,19501.0,606.12,3.1081
XHI,Basic Materials,95.65,100,9565.0,360.57,3.7697
JRD,Consumer Cyclical,125.17,100,12517.0,209.72,1.6755
IKK,Healthcare,319.65,100,31965.0,1058.14,3.3103
TEDA,Utilities,97.01,100,9701.0,274.16,2.8261
JFF,Consumer Cyclical,228.84,100,22884.0,390.88,1.7081
RYKB,Utilities,71.37,100,7137.0,307.95,4.3148
VWNPP,Technology,369.46,100,36946.0,563.53,1.5253
RSRV,Financials,145.79,100,14579.0,300.19,2.059
EQLC,Consumer Cyclical,63.91,100,6391.0,89.31,1.3974
HRB,Communication Services,158.15,100,15815.0,467.81,2.958
CTMSQ,Consumer Cyclical,264.52,100,26452.0,267.47,1.0111
GCU,Energy,48.22,100,4822.0,289.22,5.998
DWC,Healthcare,52.78,100,5278.0,50.3,0.953
RZPV,Real Estate,68.7,100,6870.0,274.78,3.9997
GTZIK,Technology,118.31,100,11831.0,136.29,1.152
XVPTI,Consumer Defensive,245.92,100,24592.0,842.67,3.4266
RLSN,Consumer Defensive,236.46,100,23646.0,926.85,3.9197
CYYY,Consumer Cyclical,229.36,100,22936.0,611.85,2.6676
NKKD,Utilities,99.98,100,9998.0,313.58,3.1364
AXAM,Consumer Cyclical,347.03,100,34703.0,509.73,1.4688
OUFP,Utilities,98.58,100,9858.0,454.69,4.6124
PWPR,Consumer Cyclical,65.1,100,6510.0,104.1,1.5991
ZOX,Basic Materials,103.37,100,10337.0,404.64,3.9145
SXRV,Financials,32.1,100,3210.0,67.61,2.1061
WNNCU,Financials,37.03,100,3703.0,90.65,2.4479
BRD,Financials,118.22,100,11822.0,345.73,2.9245
CFJP,Consumer Defensive,157.73,100,15773.0,256.02,1.6231
QYU,Consumer Cyclical,328.2,100,32820.0,976.01,2.9738
XLD,Communication Services,299.6,100,29960.0,294.56,0.9832
EHR,Technology,340.6,100,34060.0,207.53,0.6093
NDDTQ,Utilities,36.72,100,3672.0,160.21,4.3631
EGNV,Consumer Cyclical,238.26,100,23826.0,130.47,0.5476
GVPJD,Real Estate,116.87,100,11687.0,565.04,4.8348
VVV,Technology,221.52,100,22152.0,165.56,0.7474
LXEO,Healthcare,244.28,100,24428.0,294.19,1.2043
NPA,Utilities,38.73,100,3873.0,153.55,3.9646
NQDA,Financials,36.61,100,3661.0,112.26,3.0663
QHZ,Real Estate,16.26,100,1626.0,68.31,4.2009
OQE,Financials,196.51,100,19651.0,372.44,1.8953
FGQS,Technology,92.35,100,9235.0,177.31,1.92
JFQB,Consumer Cyclical,182.38,100,18238.0,204.7,1.1224
DRXL,Technology,158.2,100,15820.0,262.76,1.6609
VUWF,Real Estate,127.88,100,12788.0,617.01,4.8249
HQH,Technology,330.46,100,33046.0,365.96,1.1074
FOQEU,Consumer Defensive,241.25,100,24125.0,901.25,3.7358
TTTG,Technology,428.39,100,42839.0,1042.63,2.4338
VAJBU,Consumer Cyclical,285.38,100,28538.0,836.58,2.9315
ZLAG,Technology,192.98,100,19298.0,272.71,1.4132
NJIBT,Healthcare,394.18,100,39418.0,1044.2,2.649
DBD,Technology,246.6,100,24660.0,466.84,1.8931
QCJN,Industrials,149.14,100,14914.0,305.95,2.0514
VJY,Utilities,40.08,100,4008.0,138.21,3.4482
BKFZY,Technology,341.42,100,34142.0,633.52,1.8556
BYJ,Financials,199.02,100,19902.0,707.91,3.557
IIUIQ,Technology,104.01,100,10401.0,194.08,1.8659
COT,Consumer Cyclical,130.88,100,13088.0,280.85,2.1458
WAHO,Financials,129.24,100,12924.0,554.44,4.29
VUFA,Consumer Defensive,244.84,100,24484.0,681.54,2.7836
ERX,Industrials,161.46,100,16146.0,540.01,3.3446
QWQD,Technology,351.73,100,35173.0,735.95,2.0924
OAZ,Basic Materials,57.54,100,5754.0,171.55,2.9814
VHGHH,Energy,127.38,100,12738.0,268.89,2.1109
RB,Healthcare,87.87,100,8787.0,118.25,1.3458
VVE,Consumer Defensive,136.88,100,13688.0,457.22,3.3403
QAA,Healthcare,141.75,100,14175.0,495.28,3.494
NPK,Consumer Cyclical,254.01,100,25401.0,698.39,2.7494
HYU,Financials,158.13,100,15813.0,505.77,3.1984
GAPE,Financials,106.55,100,10655.0,425.99,3.998
EGX,Consumer Defensive,144.78,100,14478.0,229.4,1.5844
JIJVE,Financials,65.17,100,6517.0,319.05,4.8957
CTOO,Healthcare,294.99,100,29499.0,555.25,1.8823
TOKS,Financials,160.13,100,16013.0,646.07,4.0347
FE,Industrials,263.79,100,26379.0,358.45,1.3588
HXB,Healthcare,82.36,100,8236.0,284.18,3.4505
TRD,Financials,93.92,100,9392.0,338.44,3.6035
CFAL,Technology,312.89,100,31289.0,641.66,2.0507
OMUUE,Technology,271.81,100,27181.0,116.55,0.4288
PDVX,Financials,80.97,100,8097.0,289.69,3.5777
MTLJE,Energy,181.05,100,18105.0,1058.17,5.8446
WXVA,Consumer Defensive,214.32,100,21432.0,760.09,3.5465
FKNOO,Technology,118.65,100,11865.0,94.78,0.7989
KZWZ,Financials,80.36,100,8036.0,328.17,4.0837
ANJ,Industrials,94.48,100,9448.0,319.99,3.3869
BRZ,Consumer Defensive,32.21,100,3221.0,63.62,1.9751
VYS,Industrials,273.45,100,27345.0,918.89,3.3604
KHG,Communication Services,99.31,100,9931.0,68.99,0.6947
VFM,Communication Services,164.67,100,16467.0,630.71,3.8302
DZC,Utilities,81.53,100,8153.0,444.59,5.4531
JZQ,Consumer Defensive,145.57,100,14557.0,588.58,4.0433
XYI,Technology,107.69,100,10769.0,210.44,1.9541
HUM,Consumer Cyclical,283.57,100,28357.0,172.32,0.6077
XJI,Financials,75.03,100,7503.0,307.14,4.0935
INK,Financials,189.52,100,18952.0,354.57,1.8709
XCCN,Consumer Cyclical,188.45,100,18845.0,244.14,1.2955
MK,Technology,340.18,100,34018.0,575.86,1.6928
HATCI,Consumer Cyclical,117.43,100,11743.0,87.95,0.7489
JQMU,Energy,174.33,100,17433.0,931.86,5.3454
TYTW,Financials,181.17,100,18117.0,559.53,3.0884
XKZM,Consumer Cyclical,162.73,100,16273.0,205.92,1.2654
YMQO,Financials,64.57,100,6457.0,272.22,4.2159
JU,Healthcare,149.5,100,14950.0,441.61,2.9539
WISH,Industrials,120.75,100,12075.0,376.77,3.1202
UDIIJ,Consumer Defensive,43.58,100,4358.0,102.33,2.348
SSU,Healthcare,171.7,100,17170.0,482.46,2.8099
KLH,Technology,449.65,100,44965.0,839.57,1.8672
ZARL,Real Estate,21.79,100,2179.0,121.2,5.5623
RTPI,Consumer Defensive,63.39,100,6339.0,224.64,3.5438
PJF,Basic Materials,184.52,100,18452.0,418.11,2.266
GDYU,Real Estate,98.52,100,9852.0,461.05,4.6798
ZQAP,Technology,141.74,100,14174.0,129.22,0.9117
OAIC,Consumer Defensive,194.18,100,19418.0,809.74,4.17
MJKX,Utilities,119.08,100,11908.0,320.94,2.6951
TNVO,Healthcare,283.84,100,28384.0,259.63,0.9147
SZS,Industrials,286.14,100,28614.0,544.08,1.9014
LS,Energy,233.93,100,23393.0,825.27,3.5279
HSJ,Healthcare,260.66,100,26066.0,670.88,2.5738
